cluster	proteomes_count	UP000827084	UP000241824	UP001805215	UP000426033	UP001064402	UP001251091	UP000663399
UPI00077C130D	7	1	1	1	1	1	1	1
UPI00077C12A2	7	1	1	1	1	1	1	1
UPI00077C124F	7	1	1	1	1	1	1	1
UPI00077C1219	7	1	1	1	1	1	1	1
UPI00077C107F	7	1	1	1	1	1	1	1
UPI00077C100C	7	1	1	1	1	1	1	1
UPI00077C0FF0	7	1	1	1	1	1	1	1
UPI00077C0FAE	7	1	1	1	1	1	1	1
UPI00077C0F93	7	1	1	1	1	1	1	1
UPI0006742977	7	1	1	1	1	1	1	1
UPI00067416B5	7	1	1	1	1	1	1	1
UPI00059ECE0B	7	1	1	1	1	1	1	1
UPI00059E18C3	7	1	1	1	1	1	1	1
UPI00059DB8C7	7	1	1	1	1	1	1	1
UPI00059D8EFF	7	1	1	1	1	1	1	1
UPI00059C814D	7	1	1	1	1	1	1	1
UPI00059C60D8	7	1	1	1	1	1	1	1
UPI00059C5FD1	7	1	1	1	1	1	1	1
UPI00059BAC80	7	1	1	1	1	1	1	1
UPI00046B0AD8	7	1	1	1	1	1	1	1
UPI00046B077C	7	1	1	1	1	1	1	1
UPI00046B054B	7	1	1	1	1	1	1	1
UPI00046B050A	7	1	1	1	1	1	1	1
UPI00046B04D1	7	1	1	1	1	1	1	1
UPI00046B0448	7	1	1	1	1	1	1	1
UPI00046B0129	7	1	1	1	1	1	1	1
UPI00046B008C	7	1	1	1	1	1	1	1
UPI00046AFE0F	7	1	1	1	1	1	1	1
UPI00046AFCF1	7	1	1	1	1	1	1	1
UPI00046AF8A8	7	1	1	1	1	1	1	1
UPI00046AF882	7	1	1	1	1	1	1	1
UPI00046AF681	7	1	1	1	1	1	1	1
UPI00046AF5F7	7	1	1	1	1	1	1	1
UPI00046AF5F1	7	1	1	1	1	1	1	1
UPI00046AF44D	7	1	1	1	1	1	1	1
UPI00046AF433	7	1	1	1	1	1	1	1
UPI00046AF23B	7	1	1	1	1	1	1	1
UPI00046AF03C	7	1	1	1	1	1	1	1
UPI00046AEEFF	7	1	1	1	1	1	1	1
UPI00046AEE85	7	1	1	1	1	1	1	1
UPI00046AEDD7	7	1	1	1	1	1	1	1
UPI00046AECBB	7	1	1	1	1	1	1	1
UPI00046AEC3E	7	1	1	1	1	1	1	1
UPI00046AE9DD	7	1	1	1	1	1	1	1
UPI00046AE9C3	7	1	1	1	1	1	1	1
UPI00046AE917	7	1	1	1	1	1	1	1
UPI00046AE813	7	1	1	1	1	1	1	1
UPI00046AE718	7	1	1	1	1	1	1	1
UPI00046AE712	7	1	1	1	1	1	1	1
UPI00046AE66C	7	1	1	1	1	1	1	1
UPI00046AE63B	7	1	1	1	1	1	1	1
UPI00046AE626	7	1	1	1	1	1	1	1
UPI00046AE5B4	7	1	1	1	1	1	1	1
UPI00046AE5AB	7	1	1	1	1	1	1	1
UPI00046AE0F3	7	1	1	1	1	1	1	1
UPI00046AE0F2	7	1	1	1	1	1	1	1
UPI00046AE0B7	7	1	1	1	1	1	1	1
UPI00046ADEC6	7	1	1	1	1	1	1	1
UPI00046ADDF1	7	1	1	1	1	1	1	1
UPI00046ADC1C	7	1	1	1	1	1	1	1
UPI00046ADB97	7	1	1	1	1	1	1	1
UPI00046ADB46	7	1	1	1	1	1	1	1
UPI00046ADA2B	7	1	1	1	1	1	1	1
UPI00046AD945	7	1	1	1	1	1	1	1
UPI00046AD83B	7	1	1	1	1	1	1	1
UPI00046AD61D	7	1	1	1	1	1	1	1
UPI00046AD3F4	7	1	1	1	1	1	1	1
UPI00046AD373	7	1	1	1	1	1	1	1
UPI00046AD278	7	1	1	1	1	1	1	1
UPI00046AD22F	7	1	1	1	1	1	1	1
UPI00046AD1B9	7	1	1	1	1	1	1	1
UPI00046AD134	7	1	1	1	1	1	1	1
UPI00046AD119	7	1	1	1	1	1	1	1
UPI00046AD0F4	7	1	1	1	1	1	1	1
UPI00046AD0AB	7	2	1	1	3	2	1	2
UPI00046AD0A1	7	1	1	1	1	1	1	1
UPI00046ACFFD	7	1	1	1	1	1	1	1
UPI00046ACE6D	7	1	1	1	1	1	1	1
UPI00046ACD5F	7	1	1	1	1	1	1	1
UPI00046ACC5C	7	1	1	1	1	1	1	1
UPI00046ACBCF	7	1	1	1	1	1	1	1
UPI00046ACB55	7	1	1	1	1	1	1	1
UPI00046ACB53	7	1	1	1	1	1	1	1
UPI00046ACA06	7	1	1	1	1	1	1	1
UPI00046AC94F	7	1	1	1	1	1	1	1
UPI00046AC8DE	7	1	1	1	1	1	1	1
UPI00046AC666	7	1	1	1	1	1	1	1
UPI00046AC625	7	1	1	1	1	1	1	1
UPI00046AC5FD	7	1	1	1	1	1	1	1
UPI00046AC50F	7	1	1	1	1	1	1	1
UPI00046AC36D	7	1	1	1	1	1	1	1
UPI00046AC35F	7	1	1	1	1	1	1	1
UPI00046AC2D2	7	1	1	1	1	1	1	1
UPI00046AC26F	7	1	1	1	1	1	1	1
UPI00046AC25B	7	1	1	1	1	1	1	1
UPI00046AC1F7	7	1	1	1	1	1	1	1
UPI00046AC145	7	1	1	1	1	1	1	1
UPI00046ABEA5	7	1	1	1	1	1	1	1
UPI00046ABB05	7	1	1	1	1	1	1	1
UPI00046ABA0E	7	1	1	1	1	1	1	1
UPI00046AB79A	7	1	1	1	1	1	1	1
UPI00046AB735	7	1	1	1	1	1	1	1
UPI00046AB67C	7	1	1	1	1	1	1	1
UPI00046AB410	7	1	1	1	1	1	1	1
UPI00046AB1E8	7	1	1	1	1	1	1	1
UPI00046AB1BD	7	1	1	1	1	1	1	1
UPI00046AB199	7	1	1	1	1	1	1	1
UPI00046AB10F	7	1	1	1	1	1	1	1
UPI00046AB0C6	7	1	1	1	1	1	1	1
UPI00046AB05B	7	1	1	1	1	1	1	1
UPI00046AAF98	7	1	1	1	1	1	1	1
UPI00046AAEFF	7	1	1	1	1	1	1	1
UPI00046AAED0	7	1	1	1	1	1	1	1
UPI00046AAE07	7	1	1	1	1	1	1	1
UPI00046AADAA	7	1	1	1	1	1	1	1
UPI00046AA9EB	7	1	1	1	1	1	1	1
UPI00046AA8ED	7	1	1	1	1	1	1	1
UPI00046AA6DB	7	1	1	1	1	1	1	1
UPI00046AA6B1	7	1	1	1	1	1	1	1
UPI00046AA4EE	7	1	1	1	1	1	1	1
UPI00046AA4DA	7	1	1	1	1	1	1	1
UPI00046AA3A5	7	1	1	1	1	1	1	1
UPI00046AA1E6	7	1	1	1	1	1	1	1
UPI00046AA049	7	1	1	1	1	1	1	1
UPI00046A9F46	7	1	1	1	1	1	1	1
UPI00046A9F02	7	1	1	1	1	1	1	1
UPI00046A9D69	7	1	1	1	1	1	1	1
UPI00046A9CCA	7	1	1	1	1	1	1	1
UPI00046A9B1F	7	1	1	1	1	1	1	1
UPI00046A99F3	7	1	1	1	1	1	1	1
UPI00046A9933	7	1	1	1	1	1	1	1
UPI00046A9872	7	1	1	1	1	1	1	1
UPI00046A9827	7	1	1	1	1	1	1	1
UPI00046A9779	7	1	1	1	1	1	1	1
UPI00046A95B9	7	1	1	1	1	1	1	1
UPI00046A9511	7	1	1	1	1	1	1	1
UPI00046A950E	7	1	1	1	1	1	1	1
UPI00046A9459	7	1	1	1	1	1	1	1
UPI00046A9309	7	1	1	1	1	1	1	1
UPI00046A912C	7	1	1	1	1	1	1	1
UPI00046A9093	7	1	1	1	1	1	1	1
UPI00046A903B	7	1	1	1	1	1	1	1
UPI00046A8FC0	7	1	1	1	1	1	1	1
UPI00046A8E5E	7	1	1	1	1	1	1	1
UPI00046A8E4B	7	1	1	1	1	1	1	1
UPI00046A8DF3	7	1	1	1	1	1	1	1
UPI00046A8D94	7	1	1	1	1	1	1	1
UPI00046A8AE3	7	1	1	1	1	1	1	1
UPI00046A8ABF	7	1	1	1	1	1	1	1
UPI00046A8A41	7	1	1	1	1	1	1	1
UPI00046A8549	7	1	1	1	1	1	1	1
UPI00046A848A	7	1	1	1	1	1	1	1
UPI00046A83BC	7	1	1	1	1	1	1	1
UPI00046A839F	7	1	1	1	1	1	1	1
UPI00046A80A8	7	1	1	1	1	1	1	1
UPI00046A7FC5	7	1	1	1	1	1	1	1
UPI00046A7C93	7	1	1	1	1	1	1	1
UPI00046A7C4F	7	1	1	1	1	1	1	1
UPI00046A7A7B	7	1	1	1	1	1	1	1
UPI00046A798F	7	1	1	1	1	1	1	1
UPI00046A7907	7	1	1	1	1	1	1	1
UPI00046A77B8	7	1	1	1	1	1	1	1
UPI00046A75AF	7	1	1	1	1	1	1	1
UPI00046A750F	7	1	1	1	2	1	1	1
UPI00046A7408	7	1	1	1	1	1	1	1
UPI00046A7370	7	1	1	1	1	1	1	1
UPI00046A721C	7	1	1	1	1	1	1	1
UPI00046A7077	7	1	1	1	1	1	1	1
UPI00046A6F59	7	1	1	1	1	1	1	1
UPI00046A6EB3	7	1	1	1	1	1	1	1
UPI00046A6D22	7	1	1	1	1	1	1	1
UPI00046A6C9F	7	1	1	1	1	1	1	1
UPI00046A6C3C	7	1	1	1	1	1	1	1
UPI00046A6C0B	7	1	1	1	1	1	1	1
UPI00046A6B99	7	1	1	1	1	1	1	1
UPI00046A6AB2	7	1	1	1	1	1	1	1
UPI00046A69C6	7	1	1	1	1	1	1	1
UPI00046A6997	7	1	1	1	1	1	1	1
UPI00046A695A	7	1	1	1	1	1	1	1
UPI00046A6861	7	1	1	1	1	1	1	1
UPI00046A6823	7	1	1	1	1	1	1	1
UPI00046A6721	7	1	1	1	1	1	1	1
UPI00046A6614	7	1	1	1	1	1	1	1
UPI00046A65B4	7	1	1	1	1	1	1	1
UPI00046A653E	7	1	1	1	1	1	1	1
UPI00046A647B	7	1	1	1	1	1	1	1
UPI00046A63CF	7	1	1	1	1	1	1	1
UPI00046A63B5	7	1	1	1	1	1	1	1
UPI00046A6281	7	1	1	1	1	1	1	1
UPI00046A5FA8	7	1	1	1	1	1	1	1
UPI00046A5CD6	7	1	1	1	1	1	1	1
UPI00046A5CBE	7	1	1	1	1	1	1	1
UPI00046A5C46	7	1	1	1	1	1	1	1
UPI00046A5B56	7	1	1	1	1	1	1	1
UPI00046A5A0D	7	1	1	1	1	1	1	1
UPI00046A57B4	7	1	1	1	1	1	1	1
UPI00046A561F	7	1	1	1	1	1	1	1
UPI00046A5538	7	1	1	1	1	1	1	1
UPI00046A52DB	7	1	1	1	1	1	1	1
UPI00046A523F	7	1	1	1	1	1	1	1
UPI00046A5170	7	1	1	1	1	1	1	1
UPI00046A512C	7	1	1	1	1	1	1	1
UPI00046A50F2	7	1	1	1	1	1	1	1
UPI00046A5061	7	1	1	1	1	1	1	1
UPI00046A4EEE	7	1	1	1	1	1	1	1
UPI00046A4EB9	7	1	1	1	1	1	1	1
UPI00046A4D2F	7	1	1	1	1	1	1	1
UPI00046A4CCF	7	1	1	1	1	1	1	1
UPI00046A4B0A	7	1	1	1	1	1	1	1
UPI00046A4AB8	7	1	1	1	1	1	1	1
UPI00046A4A2A	7	1	1	1	1	1	1	1
UPI00046A4A10	7	1	1	1	1	1	1	1
UPI00046A49B7	7	1	1	1	1	1	1	1
UPI00046A48ED	7	1	1	1	1	1	1	1
UPI00046A48C0	7	1	1	1	1	1	1	1
UPI00046A481D	7	1	1	1	1	1	1	1
UPI00046A4805	7	1	1	1	1	1	1	1
UPI00046A4793	7	1	1	1	1	1	1	1
UPI00046A4707	7	1	1	2	2	1	2	1
UPI00046A465C	7	1	1	1	1	1	1	1
UPI00046A465A	7	1	1	1	1	1	1	1
UPI00046A4544	7	1	1	1	1	1	1	1
UPI00046A4428	7	1	1	1	1	1	1	1
UPI00046A4407	7	1	1	1	1	1	1	1
UPI00046A3DE4	7	1	1	1	1	1	1	1
UPI00046A3C4F	7	1	1	1	1	1	1	1
UPI00046A3BE5	7	1	1	1	1	1	1	1
UPI00046A3B51	7	1	1	1	1	1	1	1
UPI00046A3A95	7	1	1	1	1	1	1	1
UPI00046A3A5E	7	1	1	1	1	1	1	1
UPI00046A38A8	7	1	1	1	1	1	1	1
UPI00046A3859	7	1	1	1	1	1	1	1
UPI00046A37FB	7	1	1	1	1	1	1	1
UPI00046A37A3	7	1	1	1	1	1	1	1
UPI00046A3599	7	1	1	1	1	1	1	1
UPI00046A3591	7	1	1	1	1	1	1	1
UPI00046A3567	7	1	1	1	1	1	1	1
UPI00046A350A	7	1	1	1	1	1	1	1
UPI00046A3422	7	1	1	1	1	1	1	1
UPI00046A3404	7	1	1	1	1	1	1	1
UPI00046A3356	7	1	1	1	1	1	1	1
UPI00046A333E	7	1	1	1	1	1	1	1
UPI00046A32B8	7	1	1	1	2	1	1	1
UPI00046A2D85	7	1	1	1	1	1	1	1
UPI00046A2D4C	7	1	1	1	1	1	1	1
UPI00046A2CF4	7	1	1	1	1	1	1	1
UPI00046A2A71	7	1	1	1	1	1	1	1
UPI00046A2915	7	1	1	1	1	1	1	1
UPI00046A282A	7	1	1	1	1	1	1	1
UPI00046A252F	7	1	1	1	1	1	1	1
UPI00046A24DF	7	1	1	1	1	1	1	1
UPI00046A23DD	7	1	1	1	1	1	1	1
UPI00046A23B5	7	1	1	1	1	1	1	1
UPI00046A23A6	7	1	1	1	1	1	1	1
UPI00046A23A0	7	1	1	1	1	1	1	1
UPI00046A22B1	7	1	1	1	1	1	1	1
UPI00046A21CD	7	1	1	1	1	1	1	1
UPI00046A2192	7	1	1	1	1	1	1	1
UPI00046A2137	7	1	1	1	1	1	1	1
UPI00046A2085	7	1	1	1	1	1	1	1
UPI00046A203B	7	1	1	1	1	1	1	1
UPI00046A1FF9	7	1	1	1	1	1	1	1
UPI00046A1F0C	7	1	1	1	1	1	1	1
UPI00046A1D68	7	1	1	1	1	1	1	1
UPI00046A1C6C	7	1	1	1	1	1	1	1
UPI00046A1BBC	7	1	1	1	1	1	1	1
UPI00046A1BAC	7	1	1	1	1	1	1	1
UPI00046A1B16	7	1	1	1	1	1	1	1
UPI00046A187E	7	1	1	1	1	1	1	1
UPI00046A1729	7	1	1	1	1	1	1	1
UPI00046A15D3	7	1	1	1	1	1	1	1
UPI00046A15BE	7	1	1	1	1	1	1	1
UPI00046A145E	7	1	1	1	1	1	1	1
UPI00046A141A	7	1	1	1	1	1	1	1
UPI00046A1400	7	1	1	1	1	1	1	1
UPI00046A10F5	7	1	1	1	1	1	1	1
UPI00046A1022	7	1	1	1	1	1	1	1
UPI00046A0FDA	7	1	1	1	1	1	1	1
UPI00046A0DA2	7	1	1	1	1	1	1	1
UPI00046A0CF4	7	1	1	1	1	1	1	1
UPI00046A0CF1	7	1	1	1	1	1	1	1
UPI00046A0A9D	7	1	1	1	1	1	1	1
UPI00046A0A0D	7	1	1	1	1	1	1	1
UPI00046A09F0	7	1	1	1	1	1	1	1
UPI00046A0931	7	1	1	1	1	1	1	1
UPI00046A070F	7	1	1	1	1	1	1	1
UPI00046A05F9	7	1	1	1	1	1	1	1
UPI00046A046A	7	1	1	1	1	1	1	1
UPI00046A0351	7	1	1	1	1	1	1	1
UPI00046A00C9	7	1	1	1	1	1	1	1
UPI000469FF60	7	1	1	1	1	1	1	1
UPI000469FE89	7	1	1	1	1	1	1	1
UPI000469FD83	7	1	1	1	1	1	1	1
UPI000469FD5E	7	1	1	1	1	1	1	1
UPI000469FC2B	7	1	1	1	1	1	1	1
UPI000469FC0D	7	1	1	1	1	1	1	1
UPI000469F686	7	1	1	1	1	1	1	1
UPI000469F5A2	7	1	1	1	1	1	1	1
UPI000469F4AF	7	1	1	1	1	1	1	1
UPI000469F3F2	7	1	1	1	1	1	1	1
UPI000469F269	7	1	1	1	1	1	1	1
UPI000469F1AA	7	1	1	1	1	1	1	1
UPI000469F0F1	7	1	1	1	1	1	1	1
UPI000469F0C1	7	1	1	1	1	1	1	1
UPI000469F0BB	7	1	1	1	1	1	1	1
UPI000469ED9E	7	1	1	1	1	1	1	1
UPI000469EA05	7	1	1	1	1	1	1	1
UPI000469E9BE	7	1	1	1	1	1	1	1
UPI000469E8F2	7	1	1	1	1	1	1	1
UPI000469E646	7	1	1	1	1	1	1	1
UPI000469E643	7	1	1	1	1	1	1	1
UPI000469E5E7	7	1	1	1	1	1	1	1
UPI000469E597	7	1	1	1	1	1	1	1
UPI000469E3E1	7	1	1	1	1	1	1	1
UPI000469E195	7	1	1	1	1	1	1	1
UPI000469E103	7	1	1	1	1	1	1	1
UPI000469E087	7	1	1	1	1	1	1	1
UPI000469D875	7	1	1	1	1	1	1	1
UPI000469D857	7	1	1	1	1	1	1	1
UPI000469D831	7	1	1	1	1	1	1	1
UPI000469D814	7	1	1	1	1	1	1	1
UPI000469D801	7	1	1	1	1	1	1	1
UPI000469D355	7	1	1	1	1	1	1	1
UPI000469D304	7	1	1	1	1	1	1	1
UPI000469D2C9	7	1	1	1	1	1	1	1
UPI000469D23D	7	1	1	1	1	1	1	1
UPI000469D0FA	7	1	1	1	1	1	1	1
UPI000469D08D	7	1	1	1	1	1	1	1
UPI000469CE61	7	1	1	1	1	1	1	1
UPI000469CB94	7	1	1	1	1	1	1	1
UPI000469CB71	7	1	1	1	1	1	1	1
UPI000469CB4F	7	1	1	1	1	1	1	1
UPI000469C643	7	1	1	1	1	1	1	1
UPI000469C5BD	7	1	1	1	1	1	1	1
UPI000469C4D0	7	1	1	1	1	1	1	1
UPI000469C4A4	7	1	1	1	1	1	1	1
UPI000469C2F2	7	1	1	1	1	1	1	1
UPI000469C1BE	7	1	1	1	1	1	1	1
UPI000469C123	7	1	1	1	1	1	1	1
UPI000469C051	7	1	1	1	1	1	1	1
UPI000469C03E	7	1	1	1	1	1	1	1
UPI000469BF52	7	1	1	1	1	1	1	1
UPI000469BEAE	7	1	1	1	1	1	1	1
UPI000469BE66	7	1	1	1	1	1	1	1
UPI000469BDB0	7	1	1	1	1	1	1	1
UPI000469BD6F	7	1	1	1	1	1	1	1
UPI000469BCDD	7	1	1	1	1	1	1	1
UPI000469BCC8	7	1	1	1	1	1	1	1
UPI000469BC7E	7	1	1	1	1	1	1	1
UPI000469BB75	7	1	1	1	1	1	1	1
UPI000469B93F	7	1	1	1	1	1	1	1
UPI000469B86E	7	1	1	1	1	1	1	1
UPI000469B80C	7	1	1	1	1	1	1	1
UPI000469B69C	7	1	1	1	1	1	1	1
UPI000469B5BB	7	1	1	1	1	1	1	1
UPI000469B4FE	7	1	1	1	1	1	1	1
UPI000469B37B	7	1	1	1	1	1	1	1
UPI000469B2D8	7	1	1	1	1	1	1	1
UPI000469B20D	7	1	1	1	1	1	1	1
UPI000469B04B	7	1	1	1	1	1	1	1
UPI000469AFED	7	1	1	1	1	1	1	1
UPI000469AF31	7	1	1	1	1	1	1	1
UPI000469AEA0	7	1	1	1	1	1	1	1
UPI000469AE4F	7	1	1	1	1	1	1	1
UPI000469AC04	7	1	1	1	1	1	1	1
UPI000469A8E9	7	1	1	1	1	1	1	1
UPI000469A874	7	1	1	1	1	1	1	1
UPI000469A802	7	1	1	1	1	1	1	1
UPI000469A5EF	7	1	1	1	1	1	1	1
UPI000469A522	7	1	1	1	1	1	1	1
UPI000469A3F3	7	1	1	1	1	1	1	1
UPI000469A344	7	1	1	1	1	1	1	1
UPI000469A115	7	1	1	1	2	1	1	1
UPI0004699F92	7	1	1	1	1	1	1	1
UPI0004699F76	7	1	1	1	1	1	1	1
UPI0004699EA8	7	1	1	1	1	1	1	1
UPI0004699EA7	7	1	1	1	1	1	1	1
UPI0004699BBA	7	1	1	1	1	1	1	1
UPI0004699A88	7	1	1	1	1	1	1	1
UPI0004699915	7	1	1	1	1	1	1	1
UPI000469960E	7	1	1	1	1	1	1	1
UPI000469960C	7	1	1	1	1	1	1	1
UPI000469941E	7	1	1	1	1	1	1	1
UPI0004699274	7	1	1	1	1	1	1	1
UPI000469922A	7	1	1	1	1	1	1	1
UPI00046991EF	7	1	1	1	1	1	1	1
UPI00046990DA	7	1	1	1	1	1	1	1
UPI00046990BD	7	1	1	1	1	1	1	1
UPI0004698DA8	7	1	1	1	1	1	1	1
UPI0004698DA6	7	1	1	1	1	1	1	1
UPI0004698BFF	7	1	1	1	1	1	1	1
UPI0004698915	7	1	1	1	1	1	1	1
UPI00046987F5	7	1	1	1	1	1	1	1
UPI0004698574	7	1	1	1	1	1	1	1
UPI0004698361	7	1	1	1	1	1	1	1
UPI00046981F1	7	1	1	1	1	1	1	1
UPI00046981EB	7	1	1	1	1	1	1	1
UPI00046981E9	7	1	1	1	1	1	1	1
UPI000469817B	7	1	1	1	1	1	1	1
UPI0004697F1F	7	1	1	1	1	1	1	1
UPI0004697DB5	7	1	1	1	1	1	1	1
UPI0004697D14	7	1	1	1	1	1	1	1
UPI0004697C33	7	1	1	1	1	1	1	1
UPI0004697B3C	7	1	1	1	1	1	1	1
UPI0004697809	7	1	1	1	1	1	1	1
UPI000469769B	7	1	1	1	1	1	1	1
UPI0004697243	7	1	1	1	1	1	1	1
UPI0004697118	7	1	1	1	1	1	1	1
UPI000469706A	7	1	1	1	1	1	1	1
UPI000469704B	7	1	1	1	1	1	1	1
UPI0004696FC4	7	1	1	1	1	1	1	1
UPI0004696F96	7	1	1	1	1	1	1	1
UPI0004696C80	7	1	1	1	1	1	1	1
UPI0004696BCD	7	1	1	1	1	1	1	1
UPI0004696B0E	7	1	1	1	1	1	1	1
UPI0004696A90	7	1	1	1	1	1	1	1
UPI0004696966	7	1	1	1	1	1	1	1
UPI0004696958	7	1	1	1	1	1	1	1
UPI0004696935	7	1	1	1	1	1	1	1
UPI00046966F9	7	1	1	1	1	1	1	1
UPI0004696240	7	1	1	1	1	1	1	1
UPI00046960A4	7	1	1	1	1	1	1	1
UPI0004695ED3	7	1	1	1	1	1	1	1
UPI0004695C9B	7	1	1	1	1	1	1	1
UPI00046955CD	7	1	1	1	1	1	1	1
UPI0004695391	7	1	1	1	1	1	1	1
UPI0004694C88	7	1	1	1	1	1	1	1
UPI0004694A92	7	1	1	1	1	1	1	1
UPI0004694984	7	1	1	1	1	1	1	1
UPI000469489F	7	1	1	1	1	1	1	1
UPI000469447F	7	1	1	1	1	1	1	1
UPI0004694439	7	1	1	1	1	1	1	1
UPI0004694319	7	1	1	1	1	1	1	1
UPI00046942FF	7	1	1	1	1	1	1	1
UPI00046941BC	7	1	1	1	1	1	1	1
UPI00046941B7	7	1	1	1	1	1	1	1
UPI0004694063	7	1	1	1	1	1	1	1
UPI000469403A	7	1	1	1	1	1	1	1
UPI0004693F3C	7	1	1	1	1	1	1	1
UPI0004693E13	7	1	1	1	1	1	1	1
UPI0004693B9B	7	1	1	1	1	1	1	1
UPI0004693B54	7	1	1	1	1	1	1	1
UPI000469385C	7	1	1	1	2	1	1	1
UPI00046937B9	7	1	1	1	1	1	1	1
UPI000469376E	7	1	1	1	1	1	1	1
UPI00046936F6	7	1	1	1	1	1	1	1
UPI0004693645	7	1	1	1	1	1	1	1
UPI00046935EA	7	1	1	1	1	1	1	1
UPI0004693576	7	1	1	1	1	1	1	1
UPI000469355A	7	1	1	1	1	1	1	1
UPI00046934F5	7	1	1	1	1	1	1	1
UPI00046933C5	7	1	1	1	1	1	1	1
UPI0004693297	7	1	1	1	1	1	1	1
UPI0004692E4F	7	1	1	1	1	1	1	1
UPI0004692D8F	7	1	1	1	1	1	1	1
UPI0004692D8C	7	1	1	1	1	1	1	1
UPI0004692B5D	7	1	1	1	1	1	1	1
UPI00046929C4	7	1	1	1	1	1	1	1
UPI0004692557	7	1	1	1	1	1	1	1
UPI00046924F5	7	1	1	1	1	1	1	1
UPI00046924E5	7	1	1	1	1	1	1	1
UPI0004692452	7	1	1	1	1	1	1	1
UPI0004692227	7	1	1	1	1	1	1	1
UPI000469220C	7	1	1	1	1	1	1	1
UPI0004692108	7	1	1	1	1	1	1	1
UPI0004691CD1	7	1	1	1	1	1	1	1
UPI0004691A99	7	1	1	1	1	1	1	1
UPI0004691747	7	1	1	1	1	1	1	1
UPI000469161D	7	1	1	1	1	1	1	1
UPI000469158F	7	1	1	1	1	1	1	1
UPI000469141E	7	1	1	1	1	1	1	1
UPI0004690DFD	7	1	1	1	1	1	1	1
UPI0004690DE1	7	1	1	1	1	1	1	1
UPI0004690CE4	7	1	1	1	1	1	1	1
UPI0004690C90	7	1	1	1	1	1	1	1
UPI0004690C7C	7	1	1	1	1	1	1	1
UPI0004690C23	7	1	1	1	1	1	1	1
UPI0004690BBE	7	1	1	1	1	1	1	1
UPI0004690B92	7	1	1	1	1	1	1	1
UPI0004690956	7	1	1	1	1	1	1	1
UPI00046908EB	7	1	1	1	1	1	1	1
UPI00046905F1	7	1	1	1	1	1	1	1
UPI0004690496	7	1	1	1	1	1	1	1
UPI00046903B8	7	1	1	1	1	1	1	1
UPI000469026F	7	1	1	1	1	1	1	1
UPI000468FF2D	7	1	1	1	1	1	1	1
UPI000468FDB1	7	1	1	1	1	1	1	1
UPI000468FC3D	7	1	1	1	1	1	1	1
UPI000468FBF1	7	1	1	1	1	1	1	1
UPI000468FAD7	7	1	1	1	1	1	1	1
UPI000468FA40	7	1	1	1	1	1	1	1
UPI000468F8AD	7	1	1	1	1	1	1	1
UPI000468F2C8	7	1	1	1	1	1	1	1
UPI000468F213	7	1	1	1	1	1	1	1
UPI000468F0CB	7	1	1	1	1	1	1	1
UPI000468EFF6	7	1	1	1	1	1	1	1
UPI000468EF08	7	1	1	1	1	1	1	1
UPI000468EDD7	7	1	1	1	1	1	1	1
UPI000468EC3E	7	1	1	1	1	1	1	1
UPI000468E93E	7	1	1	1	1	1	1	1
UPI000468E919	7	1	1	1	1	1	1	1
UPI000468E8EC	7	1	1	1	1	1	1	1
UPI000468E869	7	1	1	1	1	1	1	1
UPI000468E6DA	7	1	1	1	1	1	1	1
UPI000468E6B8	7	1	1	1	1	1	1	1
UPI000468E5B5	7	1	1	1	1	1	1	1
UPI000468E4CC	7	1	1	1	1	1	1	1
UPI000468E2C5	7	1	1	1	1	1	1	1
UPI000468E2A6	7	1	1	1	1	1	1	1
UPI000468E1F8	7	1	1	1	1	1	1	1
UPI000468DF55	7	1	1	1	1	1	1	1
UPI000468DF24	7	1	1	1	1	1	1	1
UPI000468DDF6	7	1	1	1	1	1	1	1
UPI000468DD28	7	1	1	1	1	1	1	1
UPI000468DC54	7	1	1	1	1	1	1	1
UPI000468DA13	7	1	1	1	1	1	1	1
UPI000468D997	7	1	1	1	1	1	1	1
UPI000468D7AA	7	1	1	1	1	1	1	1
UPI000468D5E2	7	1	1	1	1	1	1	1
UPI000468D5DB	7	1	1	1	1	1	1	1
UPI000468D55D	7	1	1	1	1	1	1	1
UPI000468D1E4	7	1	1	1	1	1	1	1
UPI000468D140	7	1	1	1	1	1	1	1
UPI000468D108	7	1	1	1	1	1	1	1
UPI000468D0E1	7	1	1	1	1	1	1	1
UPI000468CEAC	7	1	1	1	1	1	1	1
UPI000468CDA1	7	1	1	1	1	1	1	1
UPI000468CD39	7	1	1	1	1	1	1	1
UPI000468CC5F	7	1	1	1	1	1	1	1
UPI000468CAE3	7	1	1	1	1	1	1	1
UPI000468C8D6	7	1	1	1	1	1	1	1
UPI000468C6D4	7	1	1	1	1	1	1	1
UPI000468C697	7	1	1	1	1	1	1	1
UPI000468C5A5	7	1	1	1	1	1	1	1
UPI000468C3DF	7	1	1	1	1	1	1	1
UPI000468C3C9	7	1	1	1	1	1	1	1
UPI000468C168	7	1	1	1	1	1	1	1
UPI000468C15E	7	1	1	1	1	1	1	1
UPI000468C12A	7	1	1	1	1	1	1	1
UPI000468BF3C	7	1	1	1	1	1	1	1
UPI000468BD44	7	1	1	1	1	1	1	1
UPI000468BD0C	7	1	1	1	1	1	1	1
UPI000468BCFD	7	1	1	1	1	1	1	1
UPI000468BC12	7	1	1	1	1	1	1	1
UPI000468B859	7	1	1	1	1	1	1	1
