PPid	species_name	UPID	isRP	clusters	in_fasta
pp105219	Ralstonia mannitolilytica	UP001732240	f	4614	0
pp105219	Ralstonia mannitolilytica	UP001732241	f	4616	0
pp105219	Ralstonia mannitolilytica	UP001753688	f	4436	0
pp105219	Ralstonia mannitolilytica	UP001732163	f	4614	0
pp105219	Ralstonia mannitolilytica	UP001732183	f	4617	0
pp105219	Ralstonia mannitolilytica	UP001732201	f	4618	0
pp105219	Ralstonia mannitolilytica	UP001753613	f	4413	0
pp105219	Ralstonia mannitolilytica	UP001732202	f	4616	0
pp105219	Ralstonia mannitolilytica	UP001732181	f	4616	0
pp105219	Ralstonia mannitolilytica	UP001732182	f	4617	0
pp105219	Ralstonia mannitolilytica	UP001732162	f	4615	0
pp1053	Halorhodospira halophila	UP000000647	t	2397	2397
pp1053	Halorhodospira halophila	UP001970799	f	2463	1130
pp1053	Halorhodospira halophila	UP001982383	f	2528	440
pp1053551	Komagataeibacter sucrofermentans	UP000247814	t	2952	2952
pp1053551	Komagataeibacter sucrofermentans	UP001061143	f	3039	196
pp1053551	Komagataeibacter sucrofermentans	UP001665011	f	3029	93
pp1053551	Komagataeibacter sucrofermentans	UP001714429	f	3039	8
pp1053551	Komagataeibacter sucrofermentans	UP001665012	f	3026	4
pp1053551	Komagataeibacter sucrofermentans	UP001665013	f	3029	2
pp1054	Ectothiorhodospira shaposhnikovii	UP001695783	t	2983	2983
pp1054	Ectothiorhodospira shaposhnikovii	UP001970783	f	3328	1310
pp1054	Ectothiorhodospira shaposhnikovii	UP001982380	f	2972	386
pp1054034	Arcobacter cloacae	UP000290378	t	2757	2757
pp1054034	Arcobacter cloacae	UP000290870	f	2446	412
pp1054034	Arcobacter cloacae	UP000500821	f	2644	23
pp1055104	Cobetia amphilecti	UP001229025	t	3479	3479
pp1055104	Cobetia amphilecti	UP001060175	f	3504	317
pp1055104	Cobetia amphilecti	UP000029290	f	2720	265
pp1055104	Cobetia amphilecti	UP001301608	f	3348	112
pp105612	Dellaglioa algida	UP000051450	t	1505	1505
pp105612	Dellaglioa algida	UP000321659	f	1618	195
pp105612	Dellaglioa algida	UP000251323	f	1549	104
pp105612	Dellaglioa algida	UP001171442	f	1578	59
pp105612	Dellaglioa algida	UP001171452	f	1551	25
pp105612	Dellaglioa algida	UP001171462	f	1632	17
pp105612	Dellaglioa algida	UP001171464	f	1517	13
pp105612	Dellaglioa algida	UP001171454	f	1566	8
pp105612	Dellaglioa algida	UP001171430	f	1575	6
pp105612	Dellaglioa algida	UP001171500	f	1604	2
pp105612	Dellaglioa algida	UP001171474	f	1556	0
pp105612	Dellaglioa algida	UP001238504	f	1623	0
pp105612	Dellaglioa algida	UP001243406	f	1523	0
pp105612	Dellaglioa algida	UP001171487	f	1576	0
pp105612	Dellaglioa algida	UP001171493	f	1551	0
pp105612	Dellaglioa algida	UP001241028	f	1482	0
pp105612	Dellaglioa algida	UP001230112	f	1559	0
pp1056496	Stutzerimonas nosocomialis	UP000306753	t	4299	4299
pp1056496	Stutzerimonas nosocomialis	UP000310534	f	4344	389
pp1056496	Stutzerimonas nosocomialis	UP000305958	f	4197	340
pp105841	Anaerostipes caccae	UP000004935	t	3719	3719
pp105841	Anaerostipes caccae	UP000004032	f	3344	635
pp105841	Anaerostipes caccae	UP001420568	f	3429	477
pp105841	Anaerostipes caccae	UP001675772	f	3283	330
pp105841	Anaerostipes caccae	UP001432082	f	3120	78
pp105841	Anaerostipes caccae	UP000516140	f	3465	32
pp105841	Anaerostipes caccae	UP000515389	f	3352	17
pp1061	Rhodobacter capsulatus	UP000002361	t	3618	3618
pp1061	Rhodobacter capsulatus	UP000183812	f	3590	698
pp1061	Rhodobacter capsulatus	UP000516397	f	3302	200
pp1061	Rhodobacter capsulatus	UP000310597	f	3110	167
pp1061	Rhodobacter capsulatus	UP000018723	f	3278	137
pp1061	Rhodobacter capsulatus	UP000018738	f	3582	95
pp1061	Rhodobacter capsulatus	UP000050334	f	3335	73
pp1061	Rhodobacter capsulatus	UP001852728	f	2487	43
pp1061	Rhodobacter capsulatus	UP000318826	f	3408	27
pp1061	Rhodobacter capsulatus	UP001181345	f	3669	25
pp1061	Rhodobacter capsulatus	UP000018740	f	3282	25
pp1061	Rhodobacter capsulatus	UP000018706	f	3249	22
pp1061	Rhodobacter capsulatus	UP000050493	f	3268	9
pp1061	Rhodobacter capsulatus	UP001216001	f	3586	7
pp1061	Rhodobacter capsulatus	UP001852727	f	3303	3
pp1061	Rhodobacter capsulatus	UP000248778	f	3419	2
pp1061	Rhodobacter capsulatus	UP000018685	f	3501	2
pp1061	Rhodobacter capsulatus	UP001852729	f	2398	1
pp1061	Rhodobacter capsulatus	UP000018744	f	3501	0
pp1061	Rhodobacter capsulatus	UP001852787	f	3405	0
pp1063	Cereibacter sphaeroides	UP000002703	t	4227	4227
pp1063	Cereibacter sphaeroides	UP000001597	f	4175	401
pp1063	Cereibacter sphaeroides	UP000278666	f	4280	198
pp1063	Cereibacter sphaeroides	UP000003329	f	4025	149
pp1063	Cereibacter sphaeroides	UP000265942	f	4067	140
pp1063	Cereibacter sphaeroides	UP000198354	f	4206	140
pp1063	Cereibacter sphaeroides	UP000277834	f	4154	112
pp1063	Cereibacter sphaeroides	UP000223996	f	4118	77
pp1063	Cereibacter sphaeroides	UP000266305	f	4100	51
pp1063	Cereibacter sphaeroides	UP001688499	f	4158	40
pp1063	Cereibacter sphaeroides	UP000321531	f	4389	30
pp1063	Cereibacter sphaeroides	UP001190720	f	3909	21
pp1063	Cereibacter sphaeroides	UP000252034	f	4300	21
pp1063	Cereibacter sphaeroides	UP001477950	f	4119	9
pp1063	Cereibacter sphaeroides	UP000502613	f	4231	9
pp1063	Cereibacter sphaeroides	UP000278930	f	4059	7
pp1063	Cereibacter sphaeroides	UP001766067	f	4180	4
pp1063	Cereibacter sphaeroides	UP000280548	f	4259	3
pp1063	Cereibacter sphaeroides	UP001688601	f	4061	2
pp1063	Cereibacter sphaeroides	UP000438304	f	4214	1
pp1063	Cereibacter sphaeroides	UP000431989	f	3226	1
pp1063	Cereibacter sphaeroides	UP000069600	f	4111	1
pp1063	Cereibacter sphaeroides	UP000092699	f	4109	0
pp1063	Cereibacter sphaeroides	UP001851914	f	4171	0
pp1063	Cereibacter sphaeroides	UP001766057	f	4176	0
pp1063	Cereibacter sphaeroides	UP000433221	f	2001	0
pp106370	Frankia casuarinae	UP000001937	t	4391	4391
pp106370	Frankia casuarinae	UP000193545	f	3973	768
pp106370	Frankia casuarinae	UP000022636	f	4718	442
pp106370	Frankia casuarinae	UP000077061	f	4715	411
pp1064539	Azospirillum baldaniorum	UP000007319	t	7495	7495
pp1064539	Azospirillum baldaniorum	UP000316530	f	6550	676
pp1064539	Azospirillum baldaniorum	UP000245141	f	6705	133
pp106588	Pseudoflavonifractor capillosus	UP000003639	t	4704	4704
pp106588	Pseudoflavonifractor capillosus	UP000782606	f	3196	3093
pp106588	Pseudoflavonifractor capillosus	UP000753975	f	2287	2152
pp106588	Pseudoflavonifractor capillosus	UP000756338	f	2261	1375
pp106590	Cupriavidus necator	UP000008210	t	6532	6532
pp106590	Cupriavidus necator	UP001704220	t	8526	4369
pp106590	Cupriavidus necator	UP000189627	t	7080	3071
pp106590	Cupriavidus necator	UP000006798	f	7220	1650
pp106590	Cupriavidus necator	UP000253501	f	7057	1114
pp106590	Cupriavidus necator	UP001842866	f	6626	105
pp106590	Cupriavidus necator	UP000296079	f	6442	101
pp106590	Cupriavidus necator	UP001419421	f	5099	73
pp106590	Cupriavidus necator	UP000595722	f	7032	19
pp106590	Cupriavidus necator	UP000595791	f	6468	16
pp106590	Cupriavidus necator	UP000053399	f	5814	10
pp106590	Cupriavidus necator	UP001239753	f	3992	1
pp106590	Cupriavidus necator	UP001272855	f	7219	0
pp106590	Cupriavidus necator	UP001842940	f	6600	0
pp106590	Cupriavidus necator	UP001842889	f	6624	0
pp106590	Cupriavidus necator	UP001842847	f	6625	0
pp106590	Cupriavidus necator	UP001842867	f	6235	0
pp106592	Ensifer adhaerens	UP001214094	t	6650	6650
pp106592	Ensifer adhaerens	UP000823773	t	6374	4040
pp106592	Ensifer adhaerens	UP001055460	f	6423	320
pp106592	Ensifer adhaerens	UP000306451	f	6271	249
pp106592	Ensifer adhaerens	UP000249777	f	6358	110
pp106592	Ensifer adhaerens	UP000037425	f	4115	79
pp106592	Ensifer adhaerens	UP000027454	f	6490	71
pp106592	Ensifer adhaerens	UP000185929	f	5667	49
pp106592	Ensifer adhaerens	UP001058898	f	6500	29
pp106592	Ensifer adhaerens	UP000463923	f	6437	19
pp106592	Ensifer adhaerens	UP001221976	f	4221	3
pp106648	Acinetobacter bereziniae	UP000013251	t	4554	4554
pp106648	Acinetobacter bereziniae	UP000013270	f	4145	487
pp106648	Acinetobacter bereziniae	UP000712997	f	4285	400
pp106648	Acinetobacter bereziniae	UP000313756	f	4250	349
pp106648	Acinetobacter bereziniae	UP000042386	f	4091	285
pp106648	Acinetobacter bereziniae	UP000596147	f	4118	277
pp106648	Acinetobacter bereziniae	UP000595822	f	4116	267
pp106648	Acinetobacter bereziniae	UP001184620	f	4133	177
pp106648	Acinetobacter bereziniae	UP000720915	f	4088	142
pp106648	Acinetobacter bereziniae	UP000644140	f	4212	103
pp106648	Acinetobacter bereziniae	UP000701828	f	4017	81
pp106648	Acinetobacter bereziniae	UP000231839	f	3866	56
pp106648	Acinetobacter bereziniae	UP000651165	f	3871	47
pp106648	Acinetobacter bereziniae	UP000314717	f	4207	27
pp106648	Acinetobacter bereziniae	UP000667776	f	3782	26
pp106648	Acinetobacter bereziniae	UP001226161	f	4213	24
pp106648	Acinetobacter bereziniae	UP000724618	f	4112	22
pp106648	Acinetobacter bereziniae	UP000619679	f	4147	9
pp106648	Acinetobacter bereziniae	UP001284723	f	3955	7
pp106648	Acinetobacter bereziniae	UP000808660	f	3824	5
pp106648	Acinetobacter bereziniae	UP000746410	f	3937	4
pp106648	Acinetobacter bereziniae	UP001431900	f	4054	2
pp106648	Acinetobacter bereziniae	UP000752481	f	4279	0
pp106648	Acinetobacter bereziniae	UP001669790	f	3928	0
pp106648	Acinetobacter bereziniae	UP001549087	f	4138	0
pp106649	Acinetobacter guillouiae	UP000275960	t	4343	4343
pp106649	Acinetobacter guillouiae	UP000013121	f	4535	950
pp106649	Acinetobacter guillouiae	UP000013148	f	4485	663
pp106649	Acinetobacter guillouiae	UP000887320	f	4286	447
pp106649	Acinetobacter guillouiae	UP001432183	f	4098	294
pp106649	Acinetobacter guillouiae	UP001369162	f	4150	236
pp106649	Acinetobacter guillouiae	UP000014597	f	4496	156
pp106654	Acinetobacter nosocomialis	UP000019193	t	3969	3969
pp106654	Acinetobacter nosocomialis	UP000237921	f	3533	334
pp106654	Acinetobacter nosocomialis	UP000027208	f	3557	263
pp106654	Acinetobacter nosocomialis	UP000325778	f	3545	231
pp106654	Acinetobacter nosocomialis	UP000254130	f	1633	153
pp106654	Acinetobacter nosocomialis	UP000675295	f	3602	152
pp106654	Acinetobacter nosocomialis	UP000254415	f	2013	140
pp106654	Acinetobacter nosocomialis	UP000675304	f	3704	132
pp106654	Acinetobacter nosocomialis	UP000675377	f	3476	107
pp106654	Acinetobacter nosocomialis	UP000675460	f	3546	102
pp106654	Acinetobacter nosocomialis	UP000675358	f	3451	101
pp106654	Acinetobacter nosocomialis	UP000675316	f	3662	99
pp106654	Acinetobacter nosocomialis	UP000286001	f	3093	98
pp106654	Acinetobacter nosocomialis	UP000254307	f	1523	95
pp106654	Acinetobacter nosocomialis	UP000683498	f	3395	77
pp106654	Acinetobacter nosocomialis	UP000255766	f	1558	73
pp106654	Acinetobacter nosocomialis	UP000716149	f	3504	68
pp106654	Acinetobacter nosocomialis	UP000675249	f	3469	60
pp106654	Acinetobacter nosocomialis	UP000255447	f	2136	58
pp106654	Acinetobacter nosocomialis	UP000675727	f	3578	22
pp106654	Acinetobacter nosocomialis	UP000675740	f	3546	21
pp106654	Acinetobacter nosocomialis	UP000675720	f	3496	20
pp106654	Acinetobacter nosocomialis	UP000675715	f	3565	19
pp106654	Acinetobacter nosocomialis	UP000675433	f	3496	19
pp106654	Acinetobacter nosocomialis	UP000675472	f	3738	16
pp106654	Acinetobacter nosocomialis	UP000755182	f	3376	9
pp106654	Acinetobacter nosocomialis	UP000675818	f	3476	9
pp106654	Acinetobacter nosocomialis	UP000675524	f	3334	9
pp106654	Acinetobacter nosocomialis	UP001176842	f	3592	8
pp106654	Acinetobacter nosocomialis	UP000759272	f	3376	7
pp106654	Acinetobacter nosocomialis	UP001221537	f	3028	5
pp106654	Acinetobacter nosocomialis	UP001144225	f	2486	5
pp106654	Acinetobacter nosocomialis	UP000788350	f	3452	4
pp106654	Acinetobacter nosocomialis	UP000682367	f	3582	3
pp106654	Acinetobacter nosocomialis	UP000675697	f	3716	1
pp106654	Acinetobacter nosocomialis	UP001667312	f	3054	0
pp106654	Acinetobacter nosocomialis	UP001195338	f	3313	0
pp1069201	Aspergillus luchuensis	UP000661280	t	12448	12448
pp1069201	Aspergillus luchuensis	UP000184063	f	13234	2620
pp1069201	Aspergillus luchuensis	UP000075230	f	12802	2188
pp1069201	Aspergillus luchuensis	UP000006812	f	11387	515
pp1069201	Aspergillus luchuensis	UP000661057	f	11541	206
pp1069827	Listeria fleischmannii	UP000052258	t	2713	2713
pp1069827	Listeria fleischmannii	UP000019241	f	3443	1366
pp1069827	Listeria fleischmannii	UP000004950	f	2904	551
pp1069827	Listeria fleischmannii	UP000011773	f	2819	227
pp1071679	Caballeronia grimmiae	UP000597138	t	6124	6124
pp1071679	Caballeronia grimmiae	UP001629193	f	6023	995
pp1071679	Caballeronia grimmiae	UP001629381	f	6506	985
pp1071679	Caballeronia grimmiae	UP000027439	f	5907	219
pp1071719	Chromobacterium alkanivorans	UP001942517	f	4631	4617
pp1071719	Chromobacterium alkanivorans	UP001971366	f	4709	414
pp1071719	Chromobacterium alkanivorans	UP001942681	f	4634	16
pp1074	Rhodoblastus acidophilus	UP000198418	t	4354	4354
pp1074	Rhodoblastus acidophilus	UP000439113	f	4007	3127
pp1074	Rhodoblastus acidophilus	UP001320901	f	4622	2348
pp1074	Rhodoblastus acidophilus	UP001320852	f	4759	803
pp1074	Rhodoblastus acidophilus	UP001208294	f	4135	164
pp1074	Rhodoblastus acidophilus	UP000238830	f	4286	141
pp1074	Rhodoblastus acidophilus	UP000249436	f	4342	106
pp1074	Rhodoblastus acidophilus	UP001320988	f	4622	14
pp107400	Methylobacterium fujisawaense	UP000565455	t	5588	5588
pp107400	Methylobacterium fujisawaense	UP001345150	f	5593	2420
pp107400	Methylobacterium fujisawaense	UP001492546	f	6292	1312
pp107400	Methylobacterium fujisawaense	UP001172663	f	5396	322
pp107401	Tenacibaculum maritimum	UP000231564	t	2770	2770
pp107401	Tenacibaculum maritimum	UP000429474	f	2793	290
pp107401	Tenacibaculum maritimum	UP000431142	f	2727	174
pp107401	Tenacibaculum maritimum	UP000441025	f	2864	149
pp107401	Tenacibaculum maritimum	UP000430977	f	2695	138
pp107401	Tenacibaculum maritimum	UP000433086	f	2704	116
pp107401	Tenacibaculum maritimum	UP000440015	f	2739	113
pp107401	Tenacibaculum maritimum	UP000432027	f	2784	109
pp107401	Tenacibaculum maritimum	UP001212585	f	2803	103
pp107401	Tenacibaculum maritimum	UP000433687	f	2742	102
pp107401	Tenacibaculum maritimum	UP001675223	f	2931	98
pp107401	Tenacibaculum maritimum	UP000433341	f	2724	95
pp107401	Tenacibaculum maritimum	UP001623584	f	2964	93
pp107401	Tenacibaculum maritimum	UP001200757	f	2871	90
pp107401	Tenacibaculum maritimum	UP000437054	f	2748	89
pp107401	Tenacibaculum maritimum	UP001623691	f	2931	82
pp107401	Tenacibaculum maritimum	UP001623640	f	3167	82
pp107401	Tenacibaculum maritimum	UP000437570	f	2822	81
pp107401	Tenacibaculum maritimum	UP000440425	f	2669	76
pp107401	Tenacibaculum maritimum	UP000431565	f	2659	73
pp107401	Tenacibaculum maritimum	UP000297085	f	2721	64
pp107401	Tenacibaculum maritimum	UP001201388	f	2982	61
pp107401	Tenacibaculum maritimum	UP000431838	f	2688	59
pp107401	Tenacibaculum maritimum	UP001201045	f	2791	56
pp107401	Tenacibaculum maritimum	UP001623629	f	2936	52
pp107401	Tenacibaculum maritimum	UP000441683	f	2741	49
pp107401	Tenacibaculum maritimum	UP001623599	f	2878	45
pp107401	Tenacibaculum maritimum	UP000433858	f	2640	44
pp107401	Tenacibaculum maritimum	UP000436221	f	2814	42
pp107401	Tenacibaculum maritimum	UP001623627	f	2897	41
pp107401	Tenacibaculum maritimum	UP000440419	f	2695	39
pp107401	Tenacibaculum maritimum	UP001623641	f	2853	33
pp107401	Tenacibaculum maritimum	UP001675155	f	2864	32
pp107401	Tenacibaculum maritimum	UP001623685	f	3040	32
pp107401	Tenacibaculum maritimum	UP001623686	f	2788	30
pp107401	Tenacibaculum maritimum	UP001675243	f	2916	28
pp107401	Tenacibaculum maritimum	UP001623582	f	2863	27
pp107401	Tenacibaculum maritimum	UP000434488	f	2626	27
pp107401	Tenacibaculum maritimum	UP001623689	f	2837	26
pp107401	Tenacibaculum maritimum	UP001623479	f	2821	26
pp107401	Tenacibaculum maritimum	UP001623646	f	3016	24
pp107401	Tenacibaculum maritimum	UP001623642	f	2776	24
pp107401	Tenacibaculum maritimum	UP000437498	f	2620	24
pp107401	Tenacibaculum maritimum	UP001675157	f	2812	22
pp107401	Tenacibaculum maritimum	UP001623598	f	2797	21
pp107401	Tenacibaculum maritimum	UP001623539	f	2816	20
pp107401	Tenacibaculum maritimum	UP001320335	f	2858	19
pp107401	Tenacibaculum maritimum	UP001623583	f	2836	18
pp107401	Tenacibaculum maritimum	UP001623682	f	3203	16
pp107401	Tenacibaculum maritimum	UP001623648	f	2914	15
pp107401	Tenacibaculum maritimum	UP001623647	f	2924	15
pp107401	Tenacibaculum maritimum	UP001623628	f	2955	14
pp107401	Tenacibaculum maritimum	UP001675263	f	2946	12
pp107401	Tenacibaculum maritimum	UP001623631	f	2907	12
pp107401	Tenacibaculum maritimum	UP001675228	f	2879	11
pp107401	Tenacibaculum maritimum	UP001623680	f	2794	9
pp107401	Tenacibaculum maritimum	UP001623630	f	2892	9
pp107401	Tenacibaculum maritimum	UP001320231	f	2810	9
pp107401	Tenacibaculum maritimum	UP001623720	f	2845	8
pp107401	Tenacibaculum maritimum	UP001623683	f	3183	8
pp107401	Tenacibaculum maritimum	UP001623692	f	2802	7
pp107401	Tenacibaculum maritimum	UP001623687	f	3058	7
pp107401	Tenacibaculum maritimum	UP001623649	f	2874	7
pp107401	Tenacibaculum maritimum	UP001320134	f	2794	7
pp107401	Tenacibaculum maritimum	UP001623693	f	2883	6
pp107401	Tenacibaculum maritimum	UP001623690	f	2906	6
pp107401	Tenacibaculum maritimum	UP001623663	f	2994	6
pp107401	Tenacibaculum maritimum	UP001675154	f	2795	5
pp107401	Tenacibaculum maritimum	UP001623684	f	2837	5
pp107401	Tenacibaculum maritimum	UP001623650	f	2857	5
pp107401	Tenacibaculum maritimum	UP001675211	f	2894	4
pp107401	Tenacibaculum maritimum	UP001623694	f	2803	4
pp107401	Tenacibaculum maritimum	UP001623688	f	2926	4
pp107401	Tenacibaculum maritimum	UP001320284	f	2968	4
pp107401	Tenacibaculum maritimum	UP001675301	f	2833	3
pp107401	Tenacibaculum maritimum	UP001675158	f	2930	3
pp107401	Tenacibaculum maritimum	UP001675262	f	2834	3
pp107401	Tenacibaculum maritimum	UP001675242	f	2875	3
pp107401	Tenacibaculum maritimum	UP001320309	f	2790	3
pp107401	Tenacibaculum maritimum	UP001320251	f	2877	3
pp107401	Tenacibaculum maritimum	UP001320215	f	2871	3
pp107401	Tenacibaculum maritimum	UP000441868	f	2630	3
pp107401	Tenacibaculum maritimum	UP000440854	f	2629	3
pp107401	Tenacibaculum maritimum	UP001675224	f	2932	2
pp107401	Tenacibaculum maritimum	UP001671075	f	2885	2
pp107401	Tenacibaculum maritimum	UP001668012	f	2594	2
pp107401	Tenacibaculum maritimum	UP001623665	f	2994	2
pp107401	Tenacibaculum maritimum	UP001320255	f	2797	2
pp107401	Tenacibaculum maritimum	UP001320141	f	2778	2
pp107401	Tenacibaculum maritimum	UP001675209	f	2912	1
pp107401	Tenacibaculum maritimum	UP001675193	f	2833	1
pp107401	Tenacibaculum maritimum	UP001675282	f	2856	1
pp107401	Tenacibaculum maritimum	UP001675264	f	2932	1
pp107401	Tenacibaculum maritimum	UP001675227	f	2929	1
pp107401	Tenacibaculum maritimum	UP001320266	f	2865	1
pp107401	Tenacibaculum maritimum	UP001675192	f	2895	0
pp107401	Tenacibaculum maritimum	UP001675207	f	2928	0
pp107401	Tenacibaculum maritimum	UP001675210	f	2819	0
pp107401	Tenacibaculum maritimum	UP001675194	f	2799	0
pp107401	Tenacibaculum maritimum	UP001675300	f	2928	0
pp107401	Tenacibaculum maritimum	UP001675178	f	2931	0
pp107401	Tenacibaculum maritimum	UP001675281	f	2930	0
pp107401	Tenacibaculum maritimum	UP001675175	f	2933	0
pp107401	Tenacibaculum maritimum	UP001675280	f	2930	0
pp107401	Tenacibaculum maritimum	UP001675159	f	2877	0
pp107401	Tenacibaculum maritimum	UP001675156	f	2863	0
pp107401	Tenacibaculum maritimum	UP001675265	f	2931	0
pp107401	Tenacibaculum maritimum	UP001675225	f	2934	0
pp107401	Tenacibaculum maritimum	UP001675177	f	2933	0
pp107401	Tenacibaculum maritimum	UP001675179	f	2936	0
pp107401	Tenacibaculum maritimum	UP001675195	f	2911	0
pp107401	Tenacibaculum maritimum	UP001675241	f	2834	0
pp107401	Tenacibaculum maritimum	UP001675206	f	2830	0
pp107401	Tenacibaculum maritimum	UP001675266	f	2930	0
pp107401	Tenacibaculum maritimum	UP001675176	f	2932	0
pp1076	Rhodopseudomonas palustris	UP000008809	t	4672	4672
pp1076	Rhodopseudomonas palustris	UP000001426	t	4913	3510
pp1076	Rhodopseudomonas palustris	UP000285523	f	3117	986
pp1076	Rhodopseudomonas palustris	UP000241535	f	4597	309
pp1076	Rhodopseudomonas palustris	UP000248134	f	3811	271
pp1076	Rhodopseudomonas palustris	UP000265782	f	4719	205
